site,month,calendar_days,k_mcar,k_block_1,k_block_2,k_weekday_heavy,k_weekend_heavy,k_markov,recommended_k,threshold_status,operational_status
063-1192,4,30,6,10,8,10,9,8,10,certified,complete_exact
063-1192,5,31,7,10,11,10,12,8,11,certified,complete_exact
063-1192,6,30,5,4,5,7,9,6,7,certified,complete_exact
063-1192,7,31,11,12,11,13,19,12,13,certified,complete_exact
063-1192,8,31,3,3,4,5,3,3,5,certified,incomplete_requires_prediction
063-1192,9,30,14,13,15,14,16,15,15,certified,no_target_record
063-1192,10,31,5,10,6,10,6,6,10,certified,no_target_record
063-1192,11,30,12,20,15,11,21,14,20,certified,no_target_record
063-1192,12,31,12,19,12,13,15,14,19,certified,no_target_record
063-1201,1,31,18,15,17,18,22,18,18,certified,no_target_record
063-1201,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,no_target_record
063-1201,3,31,6,8,8,7,16,7,8,certified,no_target_record
063-1201,4,30,6,10,8,10,9,8,10,certified,no_target_record
063-1201,5,31,7,10,11,10,12,8,11,certified,no_target_record
063-1201,6,30,5,3,4,6,7,5,6,certified,no_target_record
063-1201,7,31,11,12,11,13,19,12,13,certified,no_target_record
063-1201,8,31,3,3,4,5,3,3,5,certified,no_target_record
063-1201,9,30,14,13,15,14,16,15,15,certified,no_target_record
063-1201,10,31,5,10,6,10,6,6,10,certified,no_target_record
063-1201,11,30,8,8,12,9,12,9,12,certified,no_target_record
063-1201,12,31,12,19,12,13,15,14,19,certified,no_target_record
065-0125,1,31,14,15,15,16,21,15,16,certified,complete_exact
065-0125,2,29,6,7,8,8,8,7,8,certified_calendar_sensitivity,complete_exact
065-0125,3,31,9,9,10,10,11,10,10,certified,complete_exact
065-0125,4,30,8,8,10,10,11,9,10,certified,complete_exact
065-0125,5,31,9,12,12,11,11,10,12,certified,complete_exact
065-0125,6,30,6,6,7,9,10,6,9,certified,complete_exact
065-0125,7,31,13,15,14,15,19,15,15,certified,complete_exact
065-0125,8,31,6,5,5,7,8,7,7,certified,incomplete_requires_prediction
065-0125,9,30,16,17,17,16,18,18,18,certified,incomplete_requires_prediction
065-0125,10,31,5,7,7,10,6,6,10,certified,incomplete_requires_prediction
065-0125,11,30,10,15,12,11,19,12,15,certified,complete_exact
065-0125,12,31,12,14,12,13,15,14,14,certified,complete_exact
067-2141,1,31,14,15,15,16,21,15,16,certified,complete_exact
067-2141,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
067-2141,3,31,7,10,10,8,8,8,10,certified,incomplete_requires_prediction
067-2141,4,30,8,13,12,11,20,10,13,certified,complete_exact
067-2141,5,31,9,12,12,11,12,10,12,certified,complete_exact
067-2141,6,30,5,5,5,7,5,5,7,certified,complete_exact
067-2141,7,31,11,10,10,12,13,12,12,certified,complete_exact
067-2141,8,31,4,7,5,6,4,5,7,certified,complete_exact
067-2141,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
067-2141,10,31,5,7,7,11,7,6,11,certified,complete_exact
067-2141,11,30,7,9,9,9,8,8,9,certified,complete_exact
067-2141,12,31,13,19,14,14,13,15,19,certified,complete_exact
067-2330,1,31,13,15,15,15,21,15,15,certified,complete_exact
067-2330,2,29,6,6,8,8,9,6,8,certified_calendar_sensitivity,complete_exact
067-2330,3,31,7,10,9,7,7,8,10,certified,complete_exact
067-2330,4,30,8,13,12,11,15,10,13,certified,complete_exact
067-2330,5,31,9,12,12,10,11,10,12,certified,complete_exact
067-2330,6,30,4,5,5,6,4,5,6,certified,complete_exact
067-2330,7,31,10,10,10,12,12,11,12,certified,complete_exact
067-2330,8,31,4,6,5,6,3,4,6,certified,complete_exact
067-2330,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
067-2330,10,31,5,7,7,11,7,6,11,certified,complete_exact
067-2330,11,30,7,9,9,9,8,8,9,certified,complete_exact
067-2330,12,31,13,19,14,14,13,15,19,certified,complete_exact
067-2373,1,31,18,15,17,18,22,18,18,certified,incomplete_requires_prediction
067-2373,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,incomplete_requires_prediction
067-2373,3,31,6,8,8,7,16,7,8,certified,complete_exact
067-2373,4,30,6,10,8,10,9,8,10,certified,incomplete_requires_prediction
067-2373,5,31,7,10,11,10,12,8,11,certified,incomplete_requires_prediction
067-2373,6,30,5,3,4,6,7,5,6,certified,incomplete_requires_prediction
067-2373,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
067-2373,8,31,3,3,4,5,3,3,5,certified,incomplete_requires_prediction
067-2373,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
067-2373,10,31,5,10,6,10,6,6,10,certified,incomplete_requires_prediction
067-2373,11,30,9,15,12,10,14,11,15,certified,incomplete_requires_prediction
067-2373,12,31,12,19,12,13,15,14,19,certified,incomplete_requires_prediction
067-2429,1,31,14,15,15,16,21,15,16,certified,complete_exact
067-2429,2,29,6,6,8,8,10,7,8,certified_calendar_sensitivity,incomplete_requires_prediction
067-2429,3,31,7,10,10,8,8,8,10,certified,complete_exact
067-2429,4,30,8,13,12,11,20,10,13,certified,complete_exact
067-2429,5,31,9,12,12,11,12,10,12,certified,complete_exact
067-2429,6,30,5,5,5,7,5,5,7,certified,complete_exact
067-2429,7,31,11,10,10,12,12,12,12,certified,complete_exact
067-2429,8,31,4,7,5,6,4,5,7,certified,complete_exact
067-2429,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
067-2429,10,31,5,7,7,10,6,6,10,certified,complete_exact
067-2429,11,30,7,9,9,9,8,8,9,certified,complete_exact
067-2429,12,31,13,19,14,14,13,15,19,certified,complete_exact
067-2623,1,31,14,15,15,16,21,15,16,certified,complete_exact
067-2623,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
067-2623,3,31,7,10,10,8,8,8,10,certified,incomplete_requires_prediction
067-2623,4,30,8,13,12,11,20,10,13,certified,no_target_record
067-2623,5,31,9,12,12,11,12,10,12,certified,incomplete_requires_prediction
067-2623,6,30,5,5,5,7,5,5,7,certified,incomplete_requires_prediction
067-2623,7,31,11,10,10,12,13,12,12,certified,complete_exact
067-2623,8,31,4,7,5,6,3,5,7,certified,complete_exact
067-2623,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
067-2623,10,31,5,7,7,10,7,6,10,certified,complete_exact
067-2623,11,30,7,9,9,9,8,8,9,certified,complete_exact
067-2623,12,31,13,19,14,14,13,15,19,certified,incomplete_requires_prediction
067-9006,1,31,21,22,22,20,23,23,23,certified,complete_exact
067-9006,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
067-9006,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,incomplete_requires_prediction
067-9006,4,30,18,23,25,19,24,22,25,certified,complete_exact
067-9006,5,31,9,14,12,11,14,11,14,certified,complete_exact
067-9006,6,30,9,8,10,10,22,10,10,certified,complete_exact
067-9006,7,31,16,14,15,17,23,18,18,certified,complete_exact
067-9006,8,31,8,9,9,8,8,9,9,certified,complete_exact
067-9006,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
067-9006,10,31,12,17,14,13,17,14,17,certified,complete_exact
067-9006,11,30,13,19,15,12,18,15,19,certified,complete_exact
067-9006,12,31,20,21,23,20,25,22,23,certified,complete_exact
067-9109,1,31,21,22,22,20,23,23,23,certified,incomplete_requires_prediction
067-9109,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
067-9109,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,incomplete_requires_prediction
067-9109,4,30,18,23,25,19,24,22,25,certified,complete_exact
067-9109,5,31,9,14,12,11,14,11,14,certified,complete_exact
067-9109,6,30,9,8,10,10,22,10,10,certified,incomplete_requires_prediction
067-9109,7,31,16,14,15,17,23,18,18,certified,incomplete_requires_prediction
067-9109,8,31,8,9,9,8,8,9,9,certified,complete_exact
067-9109,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
067-9109,10,31,12,17,14,13,17,14,17,certified,complete_exact
067-9109,11,30,13,19,15,12,18,15,19,certified,complete_exact
067-9109,12,31,20,21,23,20,25,22,23,certified,complete_exact
067-9921,1,31,21,22,22,20,23,23,23,certified,complete_exact
067-9921,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
067-9921,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,incomplete_requires_prediction
067-9921,4,30,14,18,17,15,21,17,18,certified,complete_exact
067-9921,5,31,9,14,12,11,14,11,14,certified,complete_exact
067-9921,6,30,9,8,10,10,22,10,10,certified,complete_exact
067-9921,7,31,16,14,15,17,23,18,18,certified,complete_exact
067-9921,8,31,8,9,9,8,8,9,9,certified,complete_exact
067-9921,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
067-9921,10,31,12,17,14,13,17,14,17,certified,incomplete_requires_prediction
067-9921,11,30,13,19,15,12,18,15,19,certified,complete_exact
067-9921,12,31,20,21,23,20,25,22,23,certified,complete_exact
067-9922,1,31,21,22,22,20,23,23,23,certified,complete_exact
067-9922,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
067-9922,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,incomplete_requires_prediction
067-9922,4,30,18,23,25,19,24,22,25,certified,complete_exact
067-9922,5,31,9,14,12,11,14,11,14,certified,complete_exact
067-9922,6,30,9,8,10,10,22,10,10,certified,complete_exact
067-9922,7,31,16,14,15,17,23,18,18,certified,complete_exact
067-9922,8,31,8,9,9,8,8,9,9,certified,complete_exact
067-9922,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
067-9922,10,31,12,17,14,13,17,14,17,certified,complete_exact
067-9922,11,30,13,19,15,12,18,15,19,certified,complete_exact
067-9922,12,31,20,21,23,20,25,22,23,certified,complete_exact
081-0347,1,31,14,15,15,16,21,15,16,certified,complete_exact
081-0347,2,29,6,6,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
081-0347,3,31,10,14,11,10,15,11,14,certified,complete_exact
081-0347,4,30,9,8,10,11,20,10,11,certified,complete_exact
081-0347,5,31,9,12,12,11,12,10,12,certified,complete_exact
081-0347,6,30,6,6,7,9,14,6,9,certified,complete_exact
081-0347,7,31,13,15,14,15,20,15,15,certified,complete_exact
081-0347,8,31,6,7,10,7,13,7,10,certified,complete_exact
081-0347,9,30,16,17,17,16,20,18,18,certified,incomplete_requires_prediction
081-0347,10,31,5,7,7,11,7,6,11,certified,complete_exact
081-0347,11,30,11,15,13,11,19,13,15,certified,complete_exact
081-0347,12,31,13,14,12,13,15,14,14,certified,complete_exact
083-0194,1,31,18,15,16,18,18,18,18,certified,complete_exact
083-0194,2,29,6,7,8,8,11,7,8,certified_calendar_sensitivity,complete_exact
083-0194,3,31,6,8,8,7,16,7,8,certified,complete_exact
083-0194,4,30,6,10,8,10,9,8,10,certified,incomplete_requires_prediction
083-0194,5,31,7,10,11,10,12,8,11,certified,complete_exact
083-0194,6,30,5,3,4,6,7,5,6,certified,complete_exact
083-0194,7,31,13,14,12,15,20,14,15,certified,complete_exact
083-0194,8,31,3,3,4,5,3,3,5,certified,complete_exact
083-0194,9,30,14,13,15,14,16,15,15,certified,complete_exact
083-0194,10,31,5,9,6,8,6,6,9,certified,incomplete_requires_prediction
083-0194,11,30,17,23,19,16,22,20,23,certified,complete_exact
083-0194,12,31,25,27,26,25,25,25,27,certified,complete_exact
083-0209,1,31,18,15,16,18,18,19,19,certified,complete_exact
083-0209,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
083-0209,3,31,6,8,8,7,16,7,8,certified,complete_exact
083-0209,4,30,6,10,7,9,9,8,10,certified,complete_exact
083-0209,5,31,7,10,11,10,12,8,11,certified,complete_exact
083-0209,6,30,5,4,5,7,9,6,7,certified,complete_exact
083-0209,7,31,13,14,12,15,20,14,15,certified,complete_exact
083-0209,8,31,3,3,4,5,2,3,5,certified,complete_exact
083-0209,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
083-0209,10,31,5,10,6,10,6,6,10,certified,complete_exact
083-0209,11,30,17,23,19,16,22,20,23,certified,incomplete_requires_prediction
083-0209,12,31,25,27,27,25,25,26,27,certified,complete_exact
083-0214,1,31,18,15,16,18,18,18,18,certified,complete_exact
083-0214,2,29,6,7,8,8,11,7,8,certified_calendar_sensitivity,complete_exact
083-0214,3,31,6,8,8,7,16,7,8,certified,complete_exact
083-0214,4,30,6,10,8,10,9,8,10,certified,complete_exact
083-0214,5,31,7,10,11,10,12,8,11,certified,complete_exact
083-0214,6,30,5,4,4,7,9,6,7,certified,complete_exact
083-0214,7,31,13,14,12,15,20,14,15,certified,complete_exact
083-0214,8,31,3,3,4,5,3,3,5,certified,complete_exact
083-0214,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
083-0214,10,31,5,10,6,10,6,6,10,certified,incomplete_requires_prediction
083-0214,11,30,9,15,12,10,14,11,15,certified,complete_exact
083-0214,12,31,25,27,27,25,25,26,27,certified,complete_exact
087-0103,1,31,14,15,15,16,21,15,16,certified,complete_exact
087-0103,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
087-0103,3,31,10,14,11,11,15,11,14,certified,complete_exact
087-0103,4,30,9,8,10,11,20,10,11,certified,complete_exact
087-0103,5,31,9,12,12,11,12,10,12,certified,complete_exact
087-0103,6,30,6,6,8,9,14,7,9,certified,complete_exact
087-0103,7,31,13,15,14,15,20,15,15,certified,complete_exact
087-0103,8,31,6,7,10,7,13,8,10,certified,incomplete_requires_prediction
087-0103,9,30,16,17,17,16,20,18,18,certified,incomplete_requires_prediction
087-0103,10,31,5,7,7,11,7,6,11,certified,incomplete_requires_prediction
087-0103,11,30,11,15,12,11,19,13,15,certified,complete_exact
087-0103,12,31,13,14,12,13,15,14,14,certified,complete_exact
087-0125,1,31,23,23,26,22,27,26,26,certified,complete_exact
087-0125,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
087-0125,3,31,6,8,7,7,14,7,8,certified,complete_exact
087-0125,4,30,6,10,8,10,9,8,10,certified,complete_exact
087-0125,5,31,7,10,11,10,12,8,11,certified,complete_exact
087-0125,6,30,5,4,5,7,9,6,7,certified,complete_exact
087-0125,7,31,10,12,11,13,19,11,13,certified,complete_exact
087-0125,8,31,3,3,3,5,3,3,5,certified,incomplete_requires_prediction
087-0125,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
087-0125,10,31,5,10,6,8,6,6,10,certified,incomplete_requires_prediction
087-0125,11,30,9,15,12,10,14,11,15,certified,incomplete_requires_prediction
087-0125,12,31,12,19,12,13,15,14,19,certified,complete_exact
089-0644,1,31,14,15,15,16,21,15,16,certified,complete_exact
089-0644,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
089-0644,3,31,7,10,10,8,8,8,10,certified,complete_exact
089-0644,4,30,8,13,12,11,20,10,13,certified,complete_exact
089-0644,5,31,9,12,12,11,12,10,12,certified,complete_exact
089-0644,6,30,5,5,5,7,5,5,7,certified,complete_exact
089-0644,7,31,11,10,10,12,13,12,12,certified,complete_exact
089-0644,8,31,4,6,5,6,3,5,6,certified,complete_exact
089-0644,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
089-0644,10,31,9,10,11,12,21,10,12,certified,complete_exact
089-0644,11,30,7,9,9,9,8,8,9,certified,incomplete_requires_prediction
089-0644,12,31,13,19,14,14,13,15,19,certified,complete_exact
089-3058,1,31,18,15,17,18,22,18,18,certified,complete_exact
089-3058,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
089-3058,3,31,6,8,8,7,16,7,8,certified,complete_exact
089-3058,4,30,6,10,8,10,9,8,10,certified,complete_exact
089-3058,5,31,7,10,11,10,12,8,11,certified,complete_exact
089-3058,6,30,5,4,5,7,9,6,7,certified,complete_exact
089-3058,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
089-3058,8,31,3,3,4,5,3,3,5,certified,complete_exact
089-3058,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
089-3058,10,31,5,10,6,10,6,6,10,certified,complete_exact
089-3058,11,30,9,15,12,10,14,11,15,certified,complete_exact
089-3058,12,31,12,19,12,13,15,14,19,certified,complete_exact
089-3236,1,31,14,15,15,16,21,15,16,certified,complete_exact
089-3236,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
089-3236,3,31,7,10,10,8,8,8,10,certified,complete_exact
089-3236,4,30,8,13,12,11,20,10,13,certified,complete_exact
089-3236,5,31,9,12,12,11,12,10,12,certified,complete_exact
089-3236,6,30,5,5,5,7,5,5,7,certified,complete_exact
089-3236,7,31,11,10,10,12,13,12,12,certified,incomplete_requires_prediction
089-3236,8,31,4,7,5,6,4,5,7,certified,complete_exact
089-3236,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
089-3236,10,31,9,10,11,12,21,10,12,certified,complete_exact
089-3236,11,30,7,9,9,9,8,8,9,certified,complete_exact
089-3236,12,31,13,19,14,14,13,15,19,certified,complete_exact
089-3323,1,31,18,15,16,18,18,19,19,certified,complete_exact
089-3323,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
089-3323,3,31,6,8,8,7,16,7,8,certified,complete_exact
089-3323,4,30,6,10,8,10,9,8,10,certified,complete_exact
089-3323,5,31,7,10,11,10,12,8,11,certified,complete_exact
089-3323,6,30,5,4,5,7,9,6,7,certified,complete_exact
089-3323,7,31,11,12,11,13,19,12,13,certified,complete_exact
089-3323,8,31,3,3,4,5,3,3,5,certified,complete_exact
089-3323,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
089-3323,10,31,5,10,6,10,6,6,10,certified,complete_exact
089-3323,11,30,13,20,16,14,21,15,20,certified,complete_exact
089-3323,12,31,12,19,12,13,15,14,19,certified,complete_exact
089-3332,1,31,18,15,16,18,18,19,19,certified,complete_exact
089-3332,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
089-3332,3,31,6,8,8,7,16,7,8,certified,complete_exact
089-3332,4,30,6,10,8,10,9,8,10,certified,complete_exact
089-3332,5,31,7,10,11,10,12,8,11,certified,complete_exact
089-3332,6,30,5,4,5,7,9,6,7,certified,complete_exact
089-3332,7,31,11,12,11,13,19,12,13,certified,complete_exact
089-3332,8,31,3,3,4,5,3,3,5,certified,complete_exact
089-3332,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
089-3332,10,31,5,10,6,10,6,6,10,certified,complete_exact
089-3332,11,30,9,15,12,10,14,11,15,certified,complete_exact
089-3332,12,31,12,19,12,13,15,14,19,certified,complete_exact
089-3354,1,31,17,18,18,17,23,18,18,certified,complete_exact
089-3354,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
089-3354,3,31,6,8,8,7,16,7,8,certified,complete_exact
089-3354,4,30,6,10,8,10,9,8,10,certified,complete_exact
089-3354,5,31,7,10,11,10,12,8,11,certified,complete_exact
089-3354,6,30,5,4,5,7,9,6,7,certified,complete_exact
089-3354,7,31,11,12,11,13,19,12,13,certified,complete_exact
089-3354,8,31,3,3,4,5,3,3,5,certified,complete_exact
089-3354,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
089-3354,10,31,5,10,6,10,6,6,10,certified,complete_exact
089-3354,11,30,9,15,12,10,14,11,15,certified,complete_exact
089-3354,12,31,12,19,12,13,15,14,19,certified,complete_exact
089-3385,1,31,17,18,18,17,23,18,18,certified,complete_exact
089-3385,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
089-3385,3,31,6,8,8,7,16,7,8,certified,complete_exact
089-3385,4,30,6,10,8,10,9,8,10,certified,complete_exact
089-3385,5,31,7,10,11,10,12,8,11,certified,complete_exact
089-3385,6,30,5,4,5,7,9,6,7,certified,complete_exact
089-3385,7,31,11,12,11,13,19,12,13,certified,complete_exact
089-3385,8,31,3,3,4,5,3,3,5,certified,complete_exact
089-3385,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
089-3385,10,31,5,10,6,10,6,6,10,certified,complete_exact
089-3385,11,30,9,15,12,10,14,11,15,certified,incomplete_requires_prediction
089-3385,12,31,12,19,12,13,15,14,19,certified,complete_exact
089-3438,1,31,15,15,15,16,18,16,16,certified,complete_exact
089-3438,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
089-3438,3,31,7,10,10,8,8,8,10,certified,complete_exact
089-3438,4,30,8,13,12,11,20,10,13,certified,complete_exact
089-3438,5,31,9,12,12,11,12,10,12,certified,complete_exact
089-3438,6,30,5,5,5,7,5,5,7,certified,complete_exact
089-3438,7,31,11,10,10,12,13,12,12,certified,incomplete_requires_prediction
089-3438,8,31,4,7,5,6,4,5,7,certified,complete_exact
089-3438,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
089-3438,10,31,5,7,7,11,7,6,11,certified,complete_exact
089-3438,11,30,7,9,9,9,8,8,9,certified,complete_exact
089-3438,12,31,13,19,14,14,13,15,19,certified,complete_exact
089-3572,1,31,15,15,15,16,18,16,16,certified,incomplete_requires_prediction
089-3572,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
089-3572,3,31,7,10,10,8,8,8,10,certified,complete_exact
089-3572,4,30,8,13,12,11,20,10,13,certified,complete_exact
089-3572,5,31,9,12,12,11,12,10,12,certified,complete_exact
089-3572,6,30,5,5,5,7,5,5,7,certified,complete_exact
089-3572,7,31,11,10,10,12,13,12,12,certified,complete_exact
089-3572,8,31,4,7,5,6,3,5,7,certified,complete_exact
089-3572,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
089-3572,10,31,5,7,7,11,7,6,11,certified,complete_exact
089-3572,11,30,7,9,9,9,8,8,9,certified,complete_exact
089-3572,12,31,13,19,14,14,13,15,19,certified,complete_exact
089-3638,1,31,15,15,15,16,18,16,16,certified,complete_exact
089-3638,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
089-3638,3,31,7,10,10,8,8,8,10,certified,complete_exact
089-3638,4,30,8,13,12,11,20,10,13,certified,complete_exact
089-3638,5,31,9,12,12,11,12,10,12,certified,complete_exact
089-3638,6,30,5,5,5,7,5,5,7,certified,complete_exact
089-3638,7,31,11,10,10,12,13,12,12,certified,complete_exact
089-3638,8,31,4,7,5,6,4,5,7,certified,complete_exact
089-3638,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
089-3638,10,31,5,7,7,11,7,6,11,certified,complete_exact
089-3638,11,30,7,9,9,9,8,8,9,certified,complete_exact
089-3638,12,31,13,19,14,14,13,15,19,certified,complete_exact
089-9012,1,31,21,22,22,20,23,23,23,certified,complete_exact
089-9012,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
089-9012,3,31,14,14,15,13,23,15,15,certified_finite_cohorts,complete_exact
089-9012,4,30,18,23,25,19,24,22,25,certified,complete_exact
089-9012,5,31,9,14,12,11,14,11,14,certified,complete_exact
089-9012,6,30,8,8,10,10,22,10,10,certified,complete_exact
089-9012,7,31,16,14,15,17,23,18,18,certified,complete_exact
089-9012,8,31,8,9,9,8,8,9,9,certified,complete_exact
089-9012,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
089-9012,10,31,12,17,14,13,17,14,17,certified,complete_exact
089-9012,11,30,13,19,15,12,18,15,19,certified,complete_exact
089-9012,12,31,20,21,23,20,25,22,23,certified,complete_exact
089-9105,1,31,21,22,22,20,23,23,23,certified,complete_exact
089-9105,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
089-9105,3,31,14,11,15,12,23,15,15,certified_finite_cohorts,complete_exact
089-9105,4,30,18,23,25,19,24,22,25,certified,complete_exact
089-9105,5,31,9,14,12,11,14,11,14,certified,complete_exact
089-9105,6,30,9,8,10,10,22,10,10,certified,incomplete_requires_prediction
089-9105,7,31,16,14,15,17,23,18,18,certified,complete_exact
089-9105,8,31,8,9,9,8,8,9,9,certified,incomplete_requires_prediction
089-9105,9,30,20,22,23,21,21,23,23,certified,no_target_record
089-9105,10,31,12,17,14,13,17,14,17,certified,no_target_record
089-9105,11,30,13,19,15,12,18,15,19,certified,no_target_record
089-9105,12,31,20,21,23,20,25,22,23,certified,incomplete_requires_prediction
089-9118,1,31,21,22,22,20,23,23,23,certified,no_target_record
089-9118,2,29,8,13,8,9,9,9,13,certified_calendar_sensitivity,no_target_record
089-9118,3,31,14,14,15,13,23,15,15,certified_finite_cohorts,no_target_record
089-9118,4,30,18,23,25,19,24,22,25,certified,no_target_record
089-9118,5,31,9,14,12,11,13,11,14,certified,no_target_record
089-9118,6,30,8,8,10,10,22,10,10,certified,no_target_record
089-9118,7,31,16,14,15,17,23,18,18,certified,no_target_record
089-9118,8,31,8,9,9,8,8,9,9,certified,no_target_record
089-9118,9,30,20,22,23,21,21,23,23,certified,no_target_record
089-9118,10,31,12,17,14,13,17,14,17,certified,no_target_record
089-9118,11,30,13,19,15,12,18,15,19,certified,no_target_record
089-9118,12,31,20,21,23,20,25,22,23,certified,incomplete_requires_prediction
089-9171,1,31,21,22,22,20,23,23,23,certified,complete_exact
089-9171,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
089-9171,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,complete_exact
089-9171,4,30,14,18,17,15,21,17,18,certified,complete_exact
089-9171,5,31,9,14,12,11,14,11,14,certified,complete_exact
089-9171,6,30,9,8,10,10,22,10,10,certified,complete_exact
089-9171,7,31,14,13,14,15,21,15,15,certified,complete_exact
089-9171,8,31,8,9,9,8,8,9,9,certified,complete_exact
089-9171,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
089-9171,10,31,12,17,14,13,17,14,17,certified,complete_exact
089-9171,11,30,13,19,15,12,18,15,19,certified,complete_exact
089-9171,12,31,20,21,23,20,25,22,23,certified,complete_exact
089-9305,1,31,21,22,22,20,23,23,23,certified,complete_exact
089-9305,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
089-9305,3,31,14,14,15,13,23,15,15,certified_finite_cohorts,complete_exact
089-9305,4,30,18,23,25,19,24,22,25,certified,complete_exact
089-9305,5,31,9,14,12,11,14,11,14,certified,complete_exact
089-9305,6,30,9,8,10,10,22,10,10,certified,complete_exact
089-9305,7,31,16,14,15,17,23,18,18,certified,complete_exact
089-9305,8,31,8,9,9,8,8,9,9,certified,complete_exact
089-9305,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
089-9305,10,31,12,17,14,13,17,14,17,certified,complete_exact
089-9305,11,30,13,19,15,12,18,15,19,certified,complete_exact
089-9305,12,31,20,21,23,20,25,22,23,certified,complete_exact
089-9611,1,31,21,22,22,20,23,23,23,certified,complete_exact
089-9611,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
089-9611,3,31,14,14,15,13,23,15,15,certified_finite_cohorts,complete_exact
089-9611,4,30,18,23,25,19,24,22,25,certified,complete_exact
089-9611,5,31,9,14,12,11,14,11,14,certified,complete_exact
089-9611,6,30,8,8,10,10,22,10,10,certified,complete_exact
089-9611,7,31,16,14,15,17,23,18,18,certified,complete_exact
089-9611,8,31,8,9,9,8,7,9,9,certified,complete_exact
089-9611,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
089-9611,10,31,12,17,14,13,17,14,17,certified,complete_exact
089-9611,11,30,13,19,15,12,18,15,19,certified,complete_exact
089-9611,12,31,20,21,23,20,25,22,23,certified,complete_exact
089-9707,1,31,20,19,21,20,22,22,22,certified,no_target_record
089-9707,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,no_target_record
